dataset,protected_attr,stage,seed,epoch,encoder_dim,train_pred_loss,train_adv_loss,acc_tr_P,auc_tr_P,pr_auc_tr_P,brier_tr_P,logloss_tr_P,tpr_gap_tr_P,fpr_gap_tr_P,avg_odds_tr_P,dp_tr_P,tn_s0.0_tr_P,fp_s0.0_tr_P,fn_s0.0_tr_P,tp_s0.0_tr_P,tn_s1.0_tr_P,fp_s1.0_tr_P,fn_s1.0_tr_P,tp_s1.0_tr_P,acc_tr_Ptilde,auc_tr_Ptilde,pr_auc_tr_Ptilde,brier_tr_Ptilde,logloss_tr_Ptilde,tpr_gap_tr_Ptilde,fpr_gap_tr_Ptilde,avg_odds_tr_Ptilde,dp_tr_Ptilde,tn_s0.0_tr_Ptilde,fp_s0.0_tr_Ptilde,fn_s0.0_tr_Ptilde,tp_s0.0_tr_Ptilde,tn_s1.0_tr_Ptilde,fp_s1.0_tr_Ptilde,fn_s1.0_tr_Ptilde,tp_s1.0_tr_Ptilde,mi_tr,I_pred_S_tr,cdp_tr,acc_te_P,auc_te_P,pr_auc_te_P,brier_te_P,logloss_te_P,tpr_gap_te_P,fpr_gap_te_P,avg_odds_te_P,dp_te_P,tn_s0.0_te_P,fp_s0.0_te_P,fn_s0.0_te_P,tp_s0.0_te_P,tn_s1.0_te_P,fp_s1.0_te_P,fn_s1.0_te_P,tp_s1.0_te_P,acc_te_Ptilde,auc_te_Ptilde,pr_auc_te_Ptilde,brier_te_Ptilde,logloss_te_Ptilde,tpr_gap_te_Ptilde,fpr_gap_te_Ptilde,avg_odds_te_Ptilde,dp_te_Ptilde,tn_s0.0_te_Ptilde,fp_s0.0_te_Ptilde,fn_s0.0_te_Ptilde,tp_s0.0_te_Ptilde,tn_s1.0_te_Ptilde,fp_s1.0_te_Ptilde,fn_s1.0_te_Ptilde,tp_s1.0_te_Ptilde,mi_te,I_pred_S_te,cdp_te,ess
german,age,naive,4,100,8,0.6180760264396667,0.0,0.65875,0.7489515213147366,0.5705517513901956,0.21483346424725494,0.6191755782283014,0.031807532888808776,0.16356313669746503,0.16356313669746503,0.15968161143599735,44,46,15,47,306,163,49,130,0.65875,0.7489515213147366,0.5705517513901956,0.21483346424725494,0.6191755782283014,0.031807532888808776,0.16356313669746503,0.16356313669746503,0.15968161143599735,44.0,46.0,15.0,47.0,306.0,163.0,49.0,130.0,0.16582155227661133,0.13873537512940098,0.18345079,0.585,0.6378170453179469,0.41611097116647605,0.23430681441799167,0.6601735409049015,0.07452574525745259,0.0632231404958678,0.07452574525745259,0.029239766081871343,13,7,7,11,71,50,19,22,0.585,0.6378170453179469,0.41611097116647605,0.23430681441799167,0.6601735409049015,0.07452574525745259,0.0632231404958678,0.07452574525745259,0.029239766081871343,13.0,7.0,7.0,11.0,71.0,50.0,19.0,22.0,0.05654534697532654,0.11653791500800288,0.1579243,800.0
german,age,full_debias,0,15,8,0.6264287233352661,0.5502071380615234,0.7,0.6760010024767071,0.5110170974375561,0.21613123791839028,0.623335852382489,0.1822948001718952,0.201137171286425,0.201137171286425,0.2246588693957115,58,29,31,34,407,62,118,61,0.7,0.6760010024767071,0.5110170974375561,0.21613123791839028,0.623335852382489,0.1822948001718952,0.201137171286425,0.201137171286425,0.2246588693957115,58.0,29.0,31.0,34.0,407.0,62.0,118.0,61.0,0.04752928018569946,0.21558161240783047,0.14088929,0.685,0.6630704365079365,0.38894872714766887,0.21911230540337148,0.6301980609772252,0.14146341463414636,0.1121092346388789,0.14146341463414636,0.03931124106562703,17,6,12,3,103,18,27,14,0.685,0.6630704365079365,0.38894872714766887,0.21911230540337148,0.6301980609772252,0.14146341463414636,0.1121092346388789,0.14146341463414636,0.03931124106562703,17.0,6.0,12.0,3.0,103.0,18.0,27.0,14.0,0.0008107423782348633,0.06558556915206856,0.061942518,800.0
german,age,full_debias,0,30,8,0.5857182741165161,0.48890335857868195,0.72875,0.7461006604552424,0.5768436674373398,0.19654268125841637,0.5806406051876113,0.1670820799312419,0.18834399431414356,0.18834399431414356,0.22750162443144897,58,29,24,41,401,68,96,83,0.72875,0.7461006604552424,0.5768436674373398,0.19654268125841637,0.5806406051876113,0.1670820799312419,0.18834399431414356,0.18834399431414356,0.22750162443144897,58.0,29.0,24.0,41.0,401.0,68.0,96.0,83.0,0.04307261109352112,0.19151366649571297,0.1706576,0.715,0.7036210317460319,0.43491842332425346,0.20623141962260177,0.6022345601007777,0.03902439024390242,0.10384477182896154,0.10384477182896154,0.08739441195581546,17,6,9,6,102,19,23,18,0.715,0.7036210317460319,0.43491842332425346,0.20623141962260177,0.6022345601007777,0.03902439024390242,0.10384477182896154,0.10384477182896154,0.08739441195581546,17.0,6.0,9.0,6.0,102.0,19.0,23.0,18.0,0.0,0.07421349477368065,0.082755834,800.0
german,age,full_debias,0,50,8,0.5412602126598358,0.46673519909381866,0.74375,0.7783568227385306,0.6092180988714142,0.1796636383685124,0.5406661353597526,0.11259131929522992,0.07849912996593386,0.11259131929522992,0.14628005198180638,67,20,25,40,398,71,89,90,0.74375,0.7783568227385306,0.6092180988714142,0.1796636383685124,0.5406661353597526,0.11259131929522992,0.07849912996593386,0.11259131929522992,0.14628005198180638,67.0,20.0,25.0,40.0,398.0,71.0,89.0,90.0,0.039158135652542114,0.13952497071555867,0.21653986,0.73,0.6965525793650794,0.4347907300954757,0.19868716780335716,0.5850828887445152,0.05203252032520328,0.1286381602587136,0.1286381602587136,0.13840155945419105,17,6,8,7,105,16,24,17,0.73,0.6965525793650794,0.4347907300954757,0.19868716780335716,0.5850828887445152,0.05203252032520328,0.1286381602587136,0.1286381602587136,0.13840155945419105,17.0,6.0,8.0,7.0,105.0,16.0,24.0,17.0,0.00944429636001587,0.06872225606355191,0.0984503,800.0
german,age,full_debias,0,100,8,0.49543052911758423,0.4530864804983139,0.7625,0.7937993867201321,0.6243182310527273,0.16446844723708462,0.4999380526838826,0.05105285775676832,0.06793618116314978,0.06793618116314978,0.07651072124756336,72,15,36,29,420,49,90,89,0.7625,0.7937993867201321,0.6243182310527273,0.16446844723708462,0.4999380526838826,0.05105285775676832,0.06793618116314978,0.06793618116314978,0.07651072124756336,72.0,15.0,36.0,29.0,420.0,49.0,90.0,89.0,0.041834741830825806,0.10952706320902608,0.30894104,0.72,0.6666666666666667,0.4252698617947801,0.19714406286161337,0.5848137577886722,0.014634146341463372,0.12037369744879625,0.12037369744879625,0.10591293047433398,17,6,9,6,104,17,24,17,0.72,0.6666666666666667,0.4252698617947801,0.19714406286161337,0.5848137577886722,0.014634146341463372,0.12037369744879625,0.12037369744879625,0.10591293047433398,17.0,6.0,9.0,6.0,104.0,17.0,24.0,17.0,0.009547293186187744,0.08408916288366652,0.122283995,800.0
german,age,full_debias,1,15,8,0.6534029841423035,0.5799753069877625,0.64125,0.637498482272948,0.3822580972366758,0.2289457874523552,0.6497501169517992,0.045058000191736225,0.04024696477526668,0.045058000191736225,0.018112410656270284,67,24,29,32,332,145,89,82,0.64125,0.637498482272948,0.3822580972366758,0.2289457874523552,0.6497501169517992,0.045058000191736225,0.04024696477526668,0.045058000191736225,0.018112410656270284,67.0,24.0,29.0,32.0,332.0,145.0,89.0,82.0,0.019863516092300415,0.027349852074863196,0.071816236,0.535,0.5367647058823529,0.33818700639481747,0.2461285593642068,0.6850833477784019,0.09237379162191195,0.020959478341872395,0.09237379162191195,0.05295646523716696,12,7,13,6,69,44,29,20,0.535,0.5367647058823529,0.33818700639481747,0.2461285593642068,0.6850833477784019,0.09237379162191195,0.020959478341872395,0.09237379162191195,0.05295646523716696,12.0,7.0,13.0,6.0,69.0,44.0,29.0,20.0,0.008980333805084229,0.031213947131796815,0.06159097,800.0
german,age,full_debias,1,30,8,0.6032621264457703,0.5164919495582581,0.69875,0.7301557187955319,0.5337108419868186,0.20699714572329306,0.6031761245942919,0.035662927811331624,0.06139562743336327,0.06139562743336327,0.06635802469135804,65,26,30,31,370,107,78,93,0.69875,0.7301557187955319,0.5337108419868186,0.20699714572329306,0.6031761245942919,0.035662927811331624,0.06139562743336327,0.06139562743336327,0.06635802469135804,65.0,26.0,30.0,31.0,370.0,107.0,78.0,93.0,0.03899019956588745,0.07321889284027831,0.114949435,0.61,0.6290106951871658,0.418333560715494,0.2321602550971074,0.6564213223833351,0.016111707841031164,0.049836981835118754,0.049836981835118754,0.050682261208576995,12,7,10,9,77,36,25,24,0.61,0.6290106951871658,0.418333560715494,0.2321602550971074,0.6564213223833351,0.016111707841031164,0.049836981835118754,0.049836981835118754,0.050682261208576995,12.0,7.0,10.0,9.0,77.0,36.0,25.0,24.0,0.0,0.11538711589393463,0.11219132,800.0
german,age,full_debias,1,50,8,0.5594295859336853,0.4708447903394699,0.73125,0.7649723773676541,0.5722493965010793,0.18825303307933275,0.5604232090095319,0.0590547406768287,0.06826087958163429,0.06826087958163429,0.06976933073424302,68,23,30,31,389,88,74,97,0.73125,0.7649723773676541,0.5722493965010793,0.18825303307933275,0.5604232090095319,0.0590547406768287,0.06826087958163429,0.06826087958163429,0.06976933073424302,68.0,23.0,30.0,31.0,389.0,88.0,74.0,97.0,0.02022889256477356,0.08716567616457127,0.16357306,0.67,0.6698975044563281,0.4826124242823687,0.22087759816967925,0.6336570007814392,0.16219119226638018,0.1383325570563577,0.16219119226638018,0.19753086419753085,12,7,7,12,87,26,26,23,0.67,0.6698975044563281,0.4826124242823687,0.22087759816967925,0.6336570007814392,0.16219119226638018,0.1383325570563577,0.16219119226638018,0.19753086419753085,12.0,7.0,7.0,12.0,87.0,26.0,26.0,23.0,0.0024469494819641113,0.14457971009695092,0.1912404,800.0
german,age,full_debias,1,100,8,0.5081597864627838,0.47873444855213165,0.76375,0.7843158086449733,0.594936107087173,0.1674264730134978,0.5086262998433143,0.03336209375898769,0.06941276752597507,0.06941276752597507,0.0819525666016894,74,17,32,29,421,56,84,87,0.76375,0.7843158086449733,0.594936107087173,0.1674264730134978,0.5086262998433143,0.03336209375898769,0.06941276752597507,0.06941276752597507,0.0819525666016894,74.0,17.0,32.0,29.0,421.0,56.0,84.0,87.0,0.025382548570632935,0.08438773413943948,0.20720404,0.725,0.7029857397504456,0.5541242689669759,0.20464356876676063,0.6014881891447059,0.03651987110633731,0.12156497438285979,0.12156497438285979,0.1153346328784925,14,5,10,9,97,16,24,25,0.725,0.7029857397504456,0.5541242689669759,0.20464356876676063,0.6014881891447059,0.03651987110633731,0.12156497438285979,0.12156497438285979,0.1153346328784925,14.0,5.0,10.0,9.0,97.0,16.0,24.0,25.0,0.011846423149108887,0.15366943815758302,0.2847934,800.0
german,age,full_debias,2,15,8,0.7156937420368195,0.6352028846740723,0.4625,0.7184085114133074,0.5109469838740971,0.2594981494230633,0.7124241333052852,0.0024420024420025443,0.2057657573127536,0.2057657573127536,0.15480831708901888,9,80,5,58,147,332,13,156,0.4625,0.7184085114133074,0.5109469838740971,0.2594981494230633,0.7124241333052852,0.0024420024420025443,0.2057657573127536,0.2057657573127536,0.15480831708901888,9.0,80.0,5.0,58.0,147.0,332.0,13.0,156.0,0.03722885251045227,0.18046817988286457,0.09352869,0.48,0.662655971479501,0.4691184741209064,0.2603207004434143,0.7146280546781173,0.039215686274509776,0.1364221364221364,0.1364221364221364,0.11695906432748537,3,18,1,16,31,80,5,46,0.48,0.662655971479501,0.4691184741209064,0.2603207004434143,0.7146280546781173,0.039215686274509776,0.1364221364221364,0.1364221364221364,0.11695906432748537,3.0,18.0,1.0,16.0,31.0,80.0,5.0,46.0,0.0016574263572692871,0.2376394894165329,0.08986068,800.0
german,age,full_debias,2,30,8,0.6662562191486359,0.5201640129089355,0.60375,0.7624757163671685,0.5638209181046965,0.2349972854967165,0.6624207815213395,0.028740490278951758,0.16366024723792544,0.16366024723792544,0.1634990253411306,33,56,9,54,256,223,29,140,0.60375,0.7624757163671685,0.5638209181046965,0.2349972854967165,0.6624207815213395,0.028740490278951758,0.16366024723792544,0.16366024723792544,0.1634990253411306,33.0,56.0,9.0,54.0,256.0,223.0,29.0,140.0,0.04699167609214783,0.16064051441769225,0.13191947,0.575,0.6740196078431373,0.4695814873793161,0.24694242192478882,0.6884912127791268,0.11764705882352944,0.20978120978120984,0.20978120978120984,0.20305393112410652,6,15,2,15,55,56,12,39,0.575,0.6740196078431373,0.4695814873793161,0.24694242192478882,0.6884912127791268,0.11764705882352944,0.20978120978120984,0.20978120978120984,0.20305393112410652,6.0,15.0,2.0,15.0,55.0,56.0,12.0,39.0,0.022789418697357178,0.2166131160585853,0.15261921,800.0
german,age,full_debias,2,50,8,0.6178585290908813,0.45779331028461456,0.66875,0.7816673749392908,0.59702430600009,0.20982461098044014,0.6089637167952869,0.020381328073635796,0.1611503366095095,0.1611503366095095,0.16626055880441848,44,45,14,49,314,165,41,128,0.66875,0.7816673749392908,0.59702430600009,0.20982461098044014,0.6089637167952869,0.020381328073635796,0.1611503366095095,0.1611503366095095,0.16626055880441848,44.0,45.0,14.0,49.0,314.0,165.0,41.0,128.0,0.04443678259849548,0.1293188973738521,0.18068656,0.615,0.6742424242424242,0.4695511072428259,0.23694790905754345,0.6688788541150807,0.0980392156862745,0.28828828828828823,0.28828828828828823,0.2413905133203379,7,14,4,13,69,42,17,34,0.615,0.6742424242424242,0.4695511072428259,0.23694790905754345,0.6688788541150807,0.0980392156862745,0.28828828828828823,0.28828828828828823,0.2413905133203379,7.0,14.0,4.0,13.0,69.0,42.0,17.0,34.0,0.009784162044525146,0.1806317233029902,0.20830408,800.0
german,age,full_debias,2,100,8,0.529718428850174,0.45923271775245667,0.75625,0.7971254249635746,0.6300296519649985,0.1735939629594668,0.5282913575258136,0.021696252465483234,0.06844784311885718,0.06844784311885718,0.11898960363872646,66,23,21,42,388,91,60,109,0.75625,0.7971254249635746,0.6300296519649985,0.1735939629594668,0.5282913575258136,0.021696252465483234,0.06844784311885718,0.06844784311885718,0.11898960363872646,66.0,23.0,21.0,42.0,388.0,91.0,60.0,109.0,0.024139106273651123,0.09786026554855479,0.25488394,0.635,0.6735739750445632,0.4654276774871122,0.22603710925417134,0.6472626273601924,0.019607843137254943,0.3011583011583011,0.3011583011583011,0.1946068875893438,9,12,8,9,81,30,23,28,0.635,0.6735739750445632,0.4654276774871122,0.22603710925417134,0.6472626273601924,0.019607843137254943,0.3011583011583011,0.3011583011583011,0.1946068875893438,9.0,12.0,8.0,9.0,81.0,30.0,23.0,28.0,0.038020581007003784,0.12995817981093713,0.24653661,800.0
german,age,full_debias,3,15,8,0.7282727956771851,0.5834255218505859,0.44125,0.7259184869026697,0.5057090713701099,0.2651808672493477,0.7247498996164982,0.01288413819431189,0.04328462073764794,0.04328462073764794,0.0032488628979857603,24,66,3,59,107,372,6,163,0.44125,0.7259184869026697,0.5057090713701099,0.2651808672493477,0.7247498996164982,0.01288413819431189,0.04328462073764794,0.04328462073764794,0.0032488628979857603,24.0,66.0,3.0,59.0,107.0,372.0,6.0,163.0,0.04965251684188843,0.029562123646718945,0.07462549,0.44,0.654275915477376,0.4715220743329899,0.2670970943317437,0.7311731219534172,0.02614379084967311,0.0427927927927928,0.0427927927927928,0.0009746588693957392,5,15,2,16,23,88,7,44,0.44,0.654275915477376,0.4715220743329899,0.2670970943317437,0.7311731219534172,0.02614379084967311,0.0427927927927928,0.0427927927927928,0.0009746588693957392,5.0,15.0,2.0,16.0,23.0,88.0,7.0,44.0,0.004632234573364258,0.021295284014001752,0.03933829,800.0
german,age,full_debias,3,30,8,0.6867699027061462,0.5199216902256012,0.56,0.7658305373595358,0.5524731115311285,0.2438842181074671,0.6813381960932978,0.08274479862569184,0.02103920204128973,0.08274479862569184,0.028346328784925268,37,53,11,51,207,272,16,153,0.56,0.7658305373595358,0.5524731115311285,0.2438842181074671,0.6813381960932978,0.08274479862569184,0.02103920204128973,0.08274479862569184,0.028346328784925268,37.0,53.0,11.0,51.0,207.0,272.0,16.0,153.0,0.027050703763961792,0.04967296985968107,0.11926323,0.555,0.6882398495408784,0.5249038134353194,0.25075539068561353,0.698635803860808,0.10457516339869277,0.035585585585585555,0.10457516339869277,0.06237816764132553,9,11,2,16,46,65,11,40,0.555,0.6882398495408784,0.5249038134353194,0.25075539068561353,0.698635803860808,0.10457516339869277,0.035585585585585555,0.10457516339869277,0.06237816764132553,9.0,11.0,2.0,16.0,46.0,65.0,11.0,40.0,0.0047942399978637695,0.0289173242664513,0.058527887,800.0
german,age,full_debias,3,50,8,0.6346839666366577,0.47895823419094086,0.64375,0.7795098867155106,0.5744382452011131,0.2214771533745602,0.6343636051858541,0.02786791372399322,0.12205984690327071,0.12205984690327071,0.12313190383365824,42,48,12,50,282,197,28,141,0.64375,0.7795098867155106,0.5744382452011131,0.2214771533745602,0.6343636051858541,0.02786791372399322,0.12205984690327071,0.12205984690327071,0.12313190383365824,42.0,48.0,12.0,50.0,282.0,197.0,28.0,141.0,0.04617750644683838,0.09447819801691078,0.19665286,0.58,0.698639230003319,0.557108567652291,0.23485411807090073,0.6672151251053444,0.09150326797385622,0.10450450450450444,0.10450450450450444,0.017218973359324208,12,8,4,14,55,56,16,35,0.58,0.698639230003319,0.557108567652291,0.23485411807090073,0.6672151251053444,0.09150326797385622,0.10450450450450444,0.10450450450450444,0.017218973359324208,12.0,8.0,4.0,14.0,55.0,56.0,16.0,35.0,0.0,0.06553349361163084,0.10890719,800.0
german,age,full_debias,3,100,8,0.5599282681941986,0.47058817744255066,0.73375,0.7891569473291793,0.5915779591783453,0.1845822177399765,0.55075362945197,0.011452567283832815,0.042542333565298046,0.042542333565298046,0.09632878492527613,64,26,18,44,361,118,51,118,0.73375,0.7891569473291793,0.5915779591783453,0.1845822177399765,0.55075362945197,0.011452567283832815,0.042542333565298046,0.042542333565298046,0.09632878492527613,64.0,26.0,18.0,44.0,361.0,118.0,51.0,118.0,0.03386199474334717,0.09923903966545718,0.2772339,0.655,0.7206549397057197,0.5945102862854311,0.2069928648149672,0.6102749247376249,0.0980392156862745,0.07432432432432434,0.0980392156862745,0.04613385315139701,15,5,6,12,75,36,22,29,0.655,0.7206549397057197,0.5945102862854311,0.2069928648149672,0.6102749247376249,0.0980392156862745,0.07432432432432434,0.0980392156862745,0.04613385315139701,15.0,5.0,6.0,12.0,75.0,36.0,22.0,29.0,0.012774527072906494,0.09851697255528008,0.14442438,800.0
german,age,full_debias,4,15,8,0.6303110420703888,0.5552840828895569,0.65,0.6941262925051404,0.5124759963101468,0.21789236126233397,0.6265683200664058,0.12497747341863397,0.207438995498697,0.207438995498697,0.20735867446393763,46,44,21,41,337,132,83,96,0.65,0.6941262925051404,0.5124759963101468,0.21789236126233397,0.6265683200664058,0.12497747341863397,0.207438995498697,0.207438995498697,0.20735867446393763,46.0,44.0,21.0,41.0,337.0,132.0,83.0,96.0,0.04486238956451416,0.23457180142290854,0.14702216,0.59,0.6207476860199542,0.42943141737434615,0.23320107745420746,0.65863177606254,0.2100271002710027,0.228099173553719,0.228099173553719,0.2504873294346979,8,12,5,13,76,45,20,21,0.59,0.6207476860199542,0.42943141737434615,0.23320107745420746,0.65863177606254,0.2100271002710027,0.228099173553719,0.228099173553719,0.2504873294346979,8.0,12.0,5.0,13.0,76.0,45.0,20.0,21.0,0.0011619329452514648,0.23363480281267,0.15166646,800.0
german,age,full_debias,4,30,8,0.5781909823417664,0.48644453287124634,0.72625,0.7607093283055841,0.606752806035989,0.19623246598212618,0.5793468141533041,0.08524058388898892,0.20810234541577827,0.20810234541577827,0.210688758934373,54,36,20,42,379,90,73,106,0.72625,0.7607093283055841,0.606752806035989,0.19623246598212618,0.5793468141533041,0.08524058388898892,0.20810234541577827,0.20810234541577827,0.210688758934373,54.0,36.0,20.0,42.0,379.0,90.0,73.0,106.0,0.04628115892410278,0.1912337907652618,0.16175988,0.63,0.6571703329727131,0.4354561341301997,0.21935053474997143,0.6282081455644588,0.2276422764227642,0.09421487603305789,0.2276422764227642,0.186809616634178,12,8,6,12,84,37,23,18,0.63,0.6571703329727131,0.4354561341301997,0.21935053474997143,0.6282081455644588,0.2276422764227642,0.09421487603305789,0.2276422764227642,0.186809616634178,12.0,8.0,6.0,12.0,84.0,37.0,23.0,18.0,0.0,0.18029375965253946,0.17066726,800.0
german,age,full_debias,4,50,8,0.5419937372207642,0.472336545586586,0.745,0.7820203534764955,0.6316991920837242,0.1801660641779853,0.5413190609944714,0.02631104703550191,0.1845297322909263,0.1845297322909263,0.17616959064327486,59,31,24,38,394,75,74,105,0.745,0.7820203534764955,0.6316991920837242,0.1801660641779853,0.5413190609944714,0.02631104703550191,0.1845297322909263,0.1845297322909263,0.17616959064327486,59.0,31.0,24.0,38.0,394.0,75.0,74.0,105.0,0.06319445371627808,0.14390540177398023,0.18808305,0.67,0.6691910085346797,0.43184643530553946,0.2105250731839965,0.609576945756358,0.14769647696476967,0.01446280991735538,0.14769647696476967,0.10623781676413252,15,5,7,11,89,32,22,19,0.67,0.6691910085346797,0.43184643530553946,0.2105250731839965,0.609576945756358,0.14769647696476967,0.01446280991735538,0.14769647696476967,0.10623781676413252,15.0,5.0,7.0,11.0,89.0,32.0,22.0,19.0,0.006582200527191162,0.12957870756957846,0.1639933,800.0
german,age,full_debias,4,100,8,0.4970675855875015,0.4478188753128052,0.7625,0.7893244456980827,0.636600487101435,0.16505982509836348,0.5025181662942118,0.0021625518111371145,0.14894574745321013,0.14894574745321013,0.1427063027940221,67,23,30,32,419,50,87,92,0.7625,0.7893244456980827,0.636600487101435,0.16505982509836348,0.5025181662942118,0.0021625518111371145,0.14894574745321013,0.14894574745321013,0.1427063027940221,67.0,23.0,30.0,32.0,419.0,50.0,87.0,92.0,0.049505770206451416,0.11660711072315,0.22336751,0.7,0.6815723043635054,0.4484480195091384,0.2008044383680676,0.5924998595252634,0.15853658536585363,0.023553719008264473,0.15853658536585363,0.09974009096816114,17,3,9,9,100,21,27,14,0.7,0.6815723043635054,0.4484480195091384,0.2008044383680676,0.5924998595252634,0.15853658536585363,0.023553719008264473,0.15853658536585363,0.09974009096816114,17.0,3.0,9.0,9.0,100.0,21.0,27.0,14.0,0.002333343029022217,0.09577187762928645,0.15151994,800.0
german,age,ours,0,15,8,0.6206289827823639,0.6284554898738861,0.69875,0.6703915556079726,0.48479041703187264,0.2145941591003298,0.6206826277794737,0.06188225182638593,0.033453422542460115,0.06188225182638593,0.06700779727095516,75,12,45,20,420,49,135,44,0.7062949356931737,0.6729878436491032,0.46743261064141317,0.21235775578277055,0.616055577486044,0.020244831876199604,0.0220031294792237,0.0220031294792237,0.042896213858593685,39.4737663269043,5.8048771023750305,24.67958515882492,9.069065928459167,467.2409217953682,55.51705038547516,148.96253806352615,49.252192735672,0.03144612908363342,0.09384888940431951,0.061543763,0.695,0.6356646825396826,0.41085875043870795,0.2133709880387525,0.617468755041079,0.04715447154471544,0.058210564139417886,0.058210564139417886,0.06855100714749837,19,4,11,4,107,14,32,9,0.7103030982696648,0.6384419253234735,0.39673316785110807,0.21015965901608336,0.6108192023089545,0.03282367307099221,0.028874616088953364,0.03282367307099221,0.044788328615847584,6.669968873262405,1.120245635509491,3.7673102617263794,1.2595952451229095,123.83979976177216,16.080639958381653,36.971184611320496,10.291256070137024,0.0,0.06805371208257897,0.041124135,745.3384297015915
german,age,ours,0,30,8,0.5842385292053223,0.5381259322166443,0.72375,0.7396656445335533,0.5560699930344858,0.1972495628629138,0.5829449962120723,0.08302535453373444,0.08026370610004167,0.08302535453373444,0.11898960363872643,70,17,36,29,415,54,114,65,0.7296020651325603,0.7424736544509903,0.5450321190901852,0.1948702195335798,0.5778934751810352,0.004338815979494481,0.03102700769932197,0.03102700769932197,0.058034929978608235,37.930210053920746,6.660129010677338,21.37808096408844,12.568856209516525,460.17430156469345,61.76386213302612,126.51627558469772,73.0082837343216,0.0349540114402771,0.1336033333985818,0.110022426,0.705,0.6904761904761905,0.4262042494840036,0.2038613026580454,0.5964309172644867,0.04715447154471544,0.0747394897592526,0.0747394897592526,0.08089668615984405,19,4,11,4,109,12,32,9,0.7214014113045609,0.7026119288861368,0.41913193944934757,0.19941954147789068,0.58695596329934,0.0299557498497042,0.0501463723913938,0.0501463723913938,0.06002514761245417,6.429449886083603,1.1229281425476074,3.8139708936214447,1.2647925913333893,126.20974564552307,13.796029090881348,36.98678970336914,10.376294374465942,0.002151012420654297,0.08881020226934795,0.0658685,745.1421621353136
german,age,ours,0,50,8,0.5469646751880646,0.47138719260692596,0.73875,0.7659659157919565,0.5945293515181861,0.18200468139878304,0.5463492222667603,0.0007735281478297718,0.060240668578290815,0.060240668578290815,0.08308966861598438,71,16,36,29,411,58,99,80,0.7448273046191389,0.7689308122652986,0.5864984037199563,0.1794656297258367,0.5407409067582732,0.043472000604866334,0.006157283754864601,0.043472000604866334,0.03419640383867986,39.11635676026344,6.06091046333313,20.66277688741684,13.92636701464653,453.5553102493286,66.5775997042656,110.83686876296997,89.26380825042725,0.05063760280609131,0.1288425228354008,0.18421954,0.7,0.6875,0.4012954137020899,0.19823206756188663,0.5823228948391187,0.04390243902439023,0.06647502694933524,0.06647502694933524,0.04223521767381416,19,4,12,3,108,13,31,10,0.7189544472429492,0.7072167537874932,0.3926043943456991,0.19236442049549082,0.5690661672407002,0.06035484089117191,0.046277440652631674,0.06035484089117191,0.023457399915700144,6.671383947134018,1.2140235900878906,4.14817014336586,0.9377468526363373,124.57671439647675,15.03332257270813,35.8135941028595,11.605043888092041,0.0,0.08414033502612028,0.09494263,746.611343104162
german,age,ours,0,100,8,0.4896147549152374,0.48010195791721344,0.7525,0.7830153909659159,0.6177488713248132,0.16745588659421692,0.5066524890711708,0.041340782122904984,0.05134426390216407,0.05134426390216407,0.06367771280051984,74,13,39,26,423,46,100,79,0.7581018963143988,0.7823631886935072,0.6020508002664049,0.16506900509131903,0.5007075474555873,0.1127817776603447,0.005943917130322357,0.1127817776603447,0.0026801761318548945,45.060032069683075,4.677020490169525,24.86349254846573,11.598240375518799,464.76520335674286,51.62844395637512,112.34952580928802,85.05804079771042,0.035523176193237305,0.09465464655640608,0.2813662,0.715,0.6608382936507936,0.3978863357775728,0.19655560670717193,0.579603999771995,0.0016260162601626216,0.0747394897592526,0.0747394897592526,0.06855100714749837,19,4,11,4,109,12,30,11,0.7338618990394161,0.6845833508787806,0.3918412957168953,0.1874456968220554,0.5571415415203869,0.025909816797465346,0.04845750890610706,0.04845750890610706,0.04275772301038386,6.625468492507935,1.1419204473495483,3.697654068470001,1.2050408720970154,126.03061401844025,13.779271245002747,34.608774304389954,12.911256074905396,0.003810882568359375,0.07274852426544703,0.11048916,752.6853839690713
german,age,ours,1,15,8,0.6294872462749481,0.5703444480895996,0.6825,0.6866956046624575,0.49537876090171873,0.21786944765721558,0.6268942370150888,0.08024158757549615,0.1979634621144055,0.1979634621144055,0.19135802469135804,52,39,24,37,367,110,81,90,0.6871748249463904,0.6893335821258146,0.47825305800911067,0.21687162387736697,0.6248458322241368,0.01370230704204134,0.12193476338559431,0.12193476338559431,0.11706171496010037,32.478507459163666,18.786182567477226,15.0806352943182,18.508481055498123,396.47371673583984,128.32328933477402,88.07003271579742,102.27915441989899,0.03042161464691162,0.1950642632681361,0.14494371,0.635,0.6253342245989305,0.45268778028406875,0.23277318995052546,0.657866173483782,0.3082706766917293,0.19934792734047507,0.3082706766917293,0.2842755035737492,10,9,5,14,82,31,28,21,0.6376209725917708,0.6173210351397111,0.42749191023490174,0.23002389757290725,0.6519944528052096,0.30957584166190183,0.08450396092205947,0.30957584166190183,0.20789110585250586,4.565957427024841,2.5759803354740143,1.5220752358436584,4.301470011472702,94.31516301631927,35.98674261569977,32.39100766181946,24.341604709625244,0.0,0.28559685378719135,0.13313118,748.8073199548056
