dataset,protected_attr,stage,seed,epoch,encoder_dim,train_pred_loss,train_adv_loss,acc_tr_P,auc_tr_P,pr_auc_tr_P,brier_tr_P,logloss_tr_P,tpr_gap_tr_P,fpr_gap_tr_P,avg_odds_tr_P,dp_tr_P,tn_s0.0_tr_P,fp_s0.0_tr_P,fn_s0.0_tr_P,tp_s0.0_tr_P,tn_s1.0_tr_P,fp_s1.0_tr_P,fn_s1.0_tr_P,tp_s1.0_tr_P,acc_tr_Ptilde,auc_tr_Ptilde,pr_auc_tr_Ptilde,brier_tr_Ptilde,logloss_tr_Ptilde,tpr_gap_tr_Ptilde,fpr_gap_tr_Ptilde,avg_odds_tr_Ptilde,dp_tr_Ptilde,tn_s0.0_tr_Ptilde,fp_s0.0_tr_Ptilde,fn_s0.0_tr_Ptilde,tp_s0.0_tr_Ptilde,tn_s1.0_tr_Ptilde,fp_s1.0_tr_Ptilde,fn_s1.0_tr_Ptilde,tp_s1.0_tr_Ptilde,mi_tr,I_pred_S_tr,cdp_tr,acc_te_P,auc_te_P,pr_auc_te_P,brier_te_P,logloss_te_P,tpr_gap_te_P,fpr_gap_te_P,avg_odds_te_P,dp_te_P,tn_s0.0_te_P,fp_s0.0_te_P,fn_s0.0_te_P,tp_s0.0_te_P,tn_s1.0_te_P,fp_s1.0_te_P,fn_s1.0_te_P,tp_s1.0_te_P,acc_te_Ptilde,auc_te_Ptilde,pr_auc_te_Ptilde,brier_te_Ptilde,logloss_te_Ptilde,tpr_gap_te_Ptilde,fpr_gap_te_Ptilde,avg_odds_te_Ptilde,dp_te_Ptilde,tn_s0.0_te_Ptilde,fp_s0.0_te_Ptilde,fn_s0.0_te_Ptilde,tp_s0.0_te_Ptilde,tn_s1.0_te_Ptilde,fp_s1.0_te_Ptilde,fn_s1.0_te_Ptilde,tp_s1.0_te_Ptilde,mi_te,I_pred_S_te,cdp_te,ess
adult,sex,direct_estimation,4,15,16,0.30256171923288155,0.0,0.8584697036709421,0.9175409146969462,0.8014939412017245,0.09717498779674712,0.3034609648460745,0.05584710789572789,0.042762653811375104,0.05584710789572789,0.13495611978089012,10107,321,466,862,15570,1236,3097,4517,0.8584697036709421,0.9175409146969462,0.8014939412017245,0.09717498779674712,0.3034609648460745,0.05584710789572789,0.042762653811375104,0.05584710789572789,0.13495611978089012,10107.0,321.0,466.0,862.0,15570.0,1236.0,3097.0,4517.0,0.866960883140564,0.24628356639679352,0.5066642,0.85085682697623,0.9076405354420556,0.7821190992316073,0.10261557000193348,0.32420785975857247,0.0022790113112693966,0.03786982019727426,0.03786982019727426,0.13435103129279966,2505,93,142,199,3873,308,806,1119,0.85085682697623,0.9076405354420556,0.7821190992316073,0.10261557000193348,0.32420785975857247,0.0022790113112693966,0.03786982019727426,0.03786982019727426,0.13435103129279966,2505.0,93.0,142.0,199.0,3873.0,308.0,806.0,1119.0,0.49847614765167236,0.23472122620234467,0.49647045,36176.0
adult,sex,direct_estimation,4,30,16,0.2918649126946087,0.0,0.8630860238832375,0.9232261108022329,0.8158742360603961,0.09435683995311009,0.29315364630463975,0.08982877926204424,0.033580155972023254,0.08982877926204424,0.1231403679345156,10131,297,435,893,15763,1043,3178,4436,0.8630860238832375,0.9232261108022329,0.8158742360603961,0.09435683995311009,0.29315364630463975,0.08982877926204424,0.033580155972023254,0.08982877926204424,0.1231403679345156,10131.0,297.0,435.0,893.0,15763.0,1043.0,3178.0,4436.0,0.9530858993530273,0.23960109529611345,0.4576055,0.8476506357103372,0.9064668000849413,0.7819449794578371,0.10394419447022503,0.32701896884067616,0.02635944700460835,0.029633211866652152,0.029633211866652152,0.12022840891778423,2501,97,143,198,3901,280,858,1067,0.8476506357103372,0.9064668000849413,0.7819449794578371,0.10394419447022503,0.32701896884067616,0.02635944700460835,0.029633211866652152,0.029633211866652152,0.12022840891778423,2501.0,97.0,143.0,198.0,3901.0,280.0,858.0,1067.0,0.48902663588523865,0.22843761003698704,0.6097718,36176.0
adult,sex,direct_estimation,4,50,16,0.2799341158128121,0.0,0.8679234851835471,0.9270245219545534,0.8256842813509296,0.09142152919471827,0.28357508531722037,0.12191990974140854,0.027921216147392146,0.12191990974140854,0.1201549998759934,10036,392,350,978,15705,1101,2935,4679,0.8679234851835471,0.9270245219545534,0.8256842813509296,0.09142152919471827,0.28357508531722037,0.12191990974140854,0.027921216147392146,0.12191990974140854,0.1201549998759934,10036.0,392.0,350.0,978.0,15705.0,1101.0,2935.0,4679.0,0.8641731142997742,0.21478432762113195,0.4708923,0.8467661691542289,0.9013425631593962,0.7723142430356436,0.10628862981731957,0.3380045461428454,0.07180561374109762,0.02505201966666537,0.07180561374109762,0.11387239855888377,2463,135,119,222,3859,322,810,1115,0.8467661691542289,0.9013425631593962,0.7723142430356436,0.10628862981731957,0.3380045461428454,0.07180561374109762,0.02505201966666537,0.07180561374109762,0.11387239855888377,2463.0,135.0,119.0,222.0,3859.0,322.0,810.0,1115.0,0.49296605587005615,0.19901355806196264,0.5628754,36176.0
adult,sex,direct_estimation,4,100,16,0.25782774850516255,0.0,0.8754422821760283,0.9389425323480701,0.84883595712637,0.08457838686689263,0.2612488129561977,0.12757669764954216,0.032904332895520486,0.12757669764954216,0.1288553857454844,10083,345,309,1019,15697,1109,2743,4871,0.8754422821760283,0.9389425323480701,0.84883595712637,0.08457838686689263,0.2612488129561977,0.12757669764954216,0.032904332895520486,0.12757669764954216,0.1288553857454844,10083.0,345.0,309.0,1019.0,15697.0,1109.0,2743.0,4871.0,0.778141975402832,0.22441772280984507,0.4878909,0.8423438363736871,0.8933572567897303,0.7634128668409862,0.10932936314548301,0.3703531584739665,0.03847507331378297,0.031633260107171275,0.03847507331378297,0.12352232037229986,2454,144,127,214,3817,364,791,1134,0.8423438363736871,0.8933572567897303,0.7634128668409862,0.10932936314548301,0.3703531584739665,0.03847507331378297,0.031633260107171275,0.03847507331378297,0.12352232037229986,2454.0,144.0,127.0,214.0,3817.0,364.0,791.0,1134.0,0.5186859369277954,0.21315856121812748,0.5418532,36176.0
adult,race,naive,0,15,16,0.31044650959296965,0.0,0.8554566563467493,0.9152143973137408,0.79464916389217,0.09902617889070882,0.30861218103093463,0.0006155793770836748,0.02797617680167245,0.02797617680167245,0.0825393443121975,4060,196,296,502,21214,1696,3041,5171,0.8554566563467493,0.9152143973137408,0.79464916389217,0.09902617889070882,0.30861218103093463,0.0006155793770836748,0.02797617680167245,0.02797617680167245,0.0825393443121975,4060.0,196.0,296.0,502.0,21214.0,1696.0,3041.0,5171.0,0.08145418763160706,0.10655483654603361,0.36706728,0.8599226091763406,0.9166724253616648,0.7953654450210925,0.09641375080056042,0.3038331070864088,0.05631319678506619,0.031369880106454764,0.05631319678506619,0.08956527910408182,1018,43,85,118,5370,416,723,1272,0.8599226091763406,0.9166724253616648,0.7953654450210925,0.09641375080056042,0.3038331070864088,0.05631319678506619,0.031369880106454764,0.05631319678506619,0.08956527910408182,1018.0,43.0,85.0,118.0,5370.0,416.0,723.0,1272.0,0.07568863034248352,0.09479228448695998,0.32642293,36176.0
adult,race,naive,0,30,16,0.30453273947809784,0.0,0.858359133126935,0.9185157836274909,0.8016404378178559,0.09719502933392905,0.30271542629760295,0.01766380149106328,0.031175562761114918,0.031175562761114918,0.08954234438998981,4066,190,296,502,21173,1737,2901,5311,0.858359133126935,0.9185157836274909,0.8016404378178559,0.09719502933392905,0.30271542629760295,0.01766380149106328,0.031175562761114918,0.031175562761114918,0.08954234438998981,4066.0,190.0,296.0,502.0,21173.0,1737.0,2901.0,5311.0,0.08255159854888916,0.10743212701695164,0.37917784,0.8589275843007186,0.9165889021353639,0.7944815824055235,0.09673054610454167,0.3041372435080073,0.02124276207760778,0.028715189871355774,0.028715189871355774,0.08115984408629265,1015,46,79,124,5369,417,734,1261,0.8589275843007186,0.9165889021353639,0.7944815824055235,0.09673054610454167,0.3041372435080073,0.02124276207760778,0.028715189871355774,0.028715189871355774,0.08115984408629265,1015.0,46.0,79.0,124.0,5369.0,417.0,734.0,1261.0,0.07353806495666504,0.09512851084877329,0.31291896,36176.0
adult,race,naive,0,50,16,0.2980179635571762,0.0,0.8611233967271119,0.923061931971993,0.8126234736371856,0.09449326159724306,0.2947837003877757,0.00769397922473003,0.026665781925350254,0.026665781925350254,0.08416452737782379,4073,183,293,505,21314,1596,2952,5260,0.8611233967271119,0.923061931971993,0.8126234736371856,0.09449326159724306,0.2947837003877757,0.00769397922473003,0.026665781925350254,0.026665781925350254,0.08416452737782379,4073.0,183.0,293.0,505.0,21314.0,1596.0,2952.0,5260.0,0.08006307482719421,0.10300817021518649,0.56260407,0.861249309010503,0.9151765157405733,0.790942185801442,0.09745230618911292,0.3077200469687593,0.039858266355544125,0.02549362708191276,0.039858266355544125,0.0814486033001518,1018,43,84,119,5404,382,746,1249,0.861249309010503,0.9151765157405733,0.790942185801442,0.09745230618911292,0.3077200469687593,0.039858266355544125,0.02549362708191276,0.039858266355544125,0.0814486033001518,1018.0,43.0,84.0,119.0,5404.0,382.0,746.0,1249.0,0.07495996356010437,0.09038879390130783,0.31717503,36176.0
adult,race,naive,0,100,16,0.28393915379551093,0.0,0.8690291906236178,0.9304387163624177,0.8286210840453684,0.0901892853487455,0.28093770995929607,0.025889126127544904,0.02837646413064525,0.02837646413064525,0.09108804399663126,4097,159,291,507,21404,1506,2782,5430,0.8690291906236178,0.9304387163624177,0.8286210840453684,0.0901892853487455,0.28093770995929607,0.025889126127544904,0.02837646413064525,0.02837646413064525,0.09108804399663126,4097.0,159.0,291.0,507.0,21404.0,1506.0,2782.0,5430.0,0.07941275835037231,0.10892437772818181,0.4199305,0.8582642343836374,0.9121460246465943,0.7847248516773976,0.09921098794646495,0.3168928738907348,0.06156771238440928,0.022352697026492827,0.06156771238440928,0.08215962202639016,1011,50,88,115,5384,402,742,1253,0.8582642343836374,0.9121460246465943,0.7847248516773976,0.09921098794646495,0.3168928738907348,0.06156771238440928,0.022352697026492827,0.06156771238440928,0.08215962202639016,1011.0,50.0,88.0,115.0,5384.0,402.0,742.0,1253.0,0.0765053927898407,0.0969735539243863,0.3236333,36176.0
adult,race,naive,1,15,16,0.3058115844155701,0.0,0.857999778858912,0.9173147810369974,0.7965279553286839,0.0974674065943134,0.30428550513935854,0.02050434293211212,0.02956602699730345,0.02956602699730345,0.08865618837918007,4075,196,296,487,21246,1734,2911,5231,0.857999778858912,0.9173147810369974,0.7965279553286839,0.0974674065943134,0.30428550513935854,0.02050434293211212,0.02956602699730345,0.02956602699730345,0.08865618837918007,4075.0,196.0,296.0,487.0,21246.0,1734.0,2911.0,5231.0,0.08013251423835754,0.10363712468094896,0.39128092,0.8494195688225539,0.9067418698420731,0.7817451773923663,0.10381593582511803,0.32437915868839595,0.010529355576782029,0.022858247688217433,0.022858247688217433,0.07213683038365118,985,61,82,136,5252,464,755,1310,0.8494195688225539,0.9067418698420731,0.7817451773923663,0.10381593582511803,0.32437915868839595,0.010529355576782029,0.022858247688217433,0.022858247688217433,0.07213683038365118,985.0,61.0,82.0,136.0,5252.0,464.0,755.0,1310.0,0.08526074886322021,0.0943412632233651,0.40349355,36176.0
adult,race,naive,1,30,16,0.300630981233758,0.0,0.8625884564352057,0.9211850740810066,0.8047330090589541,0.09534038778934083,0.29774483527555884,0.022149941978163445,0.028815412463557434,0.028815412463557434,0.08897073994026902,4098,173,297,486,21387,1593,2908,5234,0.8625884564352057,0.9211850740810066,0.8047330090589541,0.09534038778934083,0.29774483527555884,0.022149941978163445,0.028815412463557434,0.028815412463557434,0.08897073994026902,4098.0,173.0,297.0,486.0,21387.0,1593.0,2908.0,5234.0,0.0795866847038269,0.10544004811434582,0.38167033,0.849640685461581,0.905824178116275,0.7802957163586293,0.10414115035703404,0.325240983832968,0.020161272408201314,0.01979047777062675,0.020161272408201314,0.07082328098793067,986,60,86,132,5275,441,773,1292,0.849640685461581,0.905824178116275,0.7802957163586293,0.10414115035703404,0.325240983832968,0.020161272408201314,0.01979047777062675,0.020161272408201314,0.07082328098793067,986.0,60.0,86.0,132.0,5275.0,441.0,773.0,1292.0,0.08025911450386047,0.09718372746038173,0.36959976,36176.0
adult,race,naive,1,50,16,0.2940740958905556,0.0,0.8652974347633791,0.9255875974844086,0.8138401306885619,0.0932879194536889,0.291430246465389,0.03836688058983695,0.03742163586712989,0.03836688058983695,0.10249983934194462,4079,192,272,511,21087,1893,2516,5626,0.8652974347633791,0.9255875974844086,0.8138401306885619,0.0932879194536889,0.291430246465389,0.03836688058983695,0.03742163586712989,0.03836688058983695,0.10249983934194462,4079.0,192.0,272.0,511.0,21087.0,1893.0,2516.0,5626.0,0.07634291052818298,0.10772637865440235,0.41179022,0.8507462686567164,0.9053783847615109,0.7793049374637973,0.10513064792315063,0.3289024256895431,0.0350245462825155,0.030580691949203,0.0350245462825155,0.08523399257197425,981,65,79,139,5186,530,676,1389,0.8507462686567164,0.9053783847615109,0.7793049374637973,0.10513064792315063,0.3289024256895431,0.0350245462825155,0.030580691949203,0.0350245462825155,0.08523399257197425,981.0,65.0,79.0,139.0,5186.0,530.0,676.0,1389.0,0.08156254887580872,0.10314490492959823,0.3958448,36176.0
adult,race,naive,1,100,16,0.28190431607441163,0.0,0.8699413976116762,0.9319029805603207,0.8279850600330585,0.0892428031365233,0.27858557886092555,0.020829509915475386,0.027924723156699326,0.027924723156699326,0.09190317223558223,4081,190,265,518,21316,1664,2586,5556,0.8699413976116762,0.9319029805603207,0.8279850600330585,0.0892428031365233,0.27858557886092555,0.020829509915475386,0.027924723156699326,0.027924723156699326,0.09190317223558223,4081.0,190.0,265.0,518.0,21316.0,1664.0,2586.0,5556.0,0.08233833312988281,0.1025977623424643,0.38469693,0.844776119402985,0.899392951490143,0.7683569117819898,0.10778076929915487,0.3393846955608864,0.019246062598573865,0.027700246331454292,0.027700246331454292,0.07756296170971486,980,66,82,136,5197,519,737,1328,0.844776119402985,0.899392951490143,0.7683569117819898,0.10778076929915487,0.3393846955608864,0.019246062598573865,0.027700246331454292,0.027700246331454292,0.07756296170971486,980.0,66.0,82.0,136.0,5197.0,519.0,737.0,1328.0,0.08235183358192444,0.09834021853441408,0.37221584,36176.0
adult,race,naive,2,15,16,0.30722251534461975,0.0,0.8581932773109243,0.9171602767956448,0.7984103494538242,0.09786231133982877,0.3055400448142751,0.03744257165208731,0.027569208823949636,0.03744257165208731,0.08503377201438145,4075,162,342,475,21437,1510,3116,5059,0.8581932773109243,0.9171602767956448,0.7984103494538242,0.09786231133982877,0.3055400448142751,0.03744257165208731,0.027569208823949636,0.03744257165208731,0.08503377201438145,4075.0,162.0,342.0,475.0,21437.0,1510.0,3116.0,5059.0,0.0769917368888855,0.10337008203270838,0.31908426,0.8521835268103924,0.9088693803184867,0.7740099907694448,0.10231677158460667,0.31736535197170423,0.030725778842862095,0.03173208867242612,0.03173208867242612,0.09293013735177706,1038,42,79,105,5343,406,810,1222,0.8521835268103924,0.9088693803184867,0.7740099907694448,0.10231677158460667,0.31736535197170423,0.030725778842862095,0.03173208867242612,0.03173208867242612,0.09293013735177706,1038.0,42.0,79.0,105.0,5343.0,406.0,810.0,1222.0,0.08911719918251038,0.11348267444272014,0.4363048,36176.0
adult,race,naive,2,30,16,0.3019888636092065,0.0,0.8606534719150818,0.919837886603539,0.8042347885871564,0.09621668859503346,0.30054336822912875,0.018324069187263037,0.0309549442616118,0.0309549442616118,0.08768040208483421,4043,194,294,523,21186,1761,2792,5383,0.8606534719150818,0.919837886603539,0.8042347885871564,0.09621668859503346,0.30054336822912875,0.018324069187263037,0.0309549442616118,0.0309549442616118,0.08768040208483421,4043.0,194.0,294.0,523.0,21186.0,1761.0,2792.0,5383.0,0.07715281844139099,0.10080373856284851,0.352888,0.8518518518518519,0.910044753659933,0.775769182435456,0.10169102198956881,0.3167903960662502,0.017331393358438918,0.032392912132866915,0.032392912132866915,0.08889930274817431,1025,55,64,120,5270,479,742,1290,0.8518518518518519,0.910044753659933,0.775769182435456,0.10169102198956881,0.3167903960662502,0.017331393358438918,0.032392912132866915,0.032392912132866915,0.08889930274817431,1025.0,55.0,64.0,120.0,5270.0,479.0,742.0,1290.0,0.08710011839866638,0.11036266936128196,0.3975379,36176.0
adult,race,naive,2,50,16,0.29629383981227875,0.0,0.8644128704113224,0.9240071209232612,0.8131011880209427,0.0939164264560393,0.29312627642409245,0.021503748703955328,0.03055498103761673,0.03055498103761673,0.08867817316570781,4057,180,293,524,21271,1676,2756,5419,0.8644128704113224,0.9240071209232612,0.8131011880209427,0.0939164264560393,0.29312627642409245,0.021503748703955328,0.03055498103761673,0.03055498103761673,0.08867817316570781,4057.0,180.0,293.0,524.0,21271.0,1676.0,2756.0,5419.0,0.07952070236206055,0.10473660655567539,0.40992662,0.8515201768933113,0.9089094250840412,0.775887610250503,0.1018985368699141,0.31843139096591444,0.01033464566929132,0.032218968838380914,0.032218968838380914,0.09285499895070595,1025,55,69,115,5271,478,741,1291,0.8515201768933113,0.9089094250840412,0.775887610250503,0.1018985368699141,0.31843139096591444,0.01033464566929132,0.032218968838380914,0.032218968838380914,0.09285499895070595,1025.0,55.0,69.0,115.0,5271.0,478.0,741.0,1291.0,0.09002864360809326,0.11261514148142811,0.41841573,36176.0
adult,race,naive,2,100,16,0.28396276961749706,0.0,0.869858469703671,0.9309652466079323,0.8285839233248157,0.08979655922115891,0.28019619293034154,0.036674190276202556,0.025096856627650425,0.036674190276202556,0.0881961989995231,4054,183,296,521,21380,1567,2662,5513,0.869858469703671,0.9309652466079323,0.8285839233248157,0.08979655922115891,0.28019619293034154,0.036674190276202556,0.025096856627650425,0.036674190276202556,0.0881961989995231,4054.0,183.0,296.0,521.0,21380.0,1567.0,2662.0,5513.0,0.07786232233047485,0.10216078932961864,0.35684282,0.8494195688225539,0.9057994468271593,0.7688783576727083,0.10371303156023044,0.3276877428469279,0.014827969873331015,0.027527814821257164,0.027527814821257164,0.08835686246439314,1022,58,72,112,5282,467,765,1267,0.8494195688225539,0.9057994468271593,0.7688783576727083,0.10371303156023044,0.3276877428469279,0.014827969873331015,0.027527814821257164,0.027527814821257164,0.08835686246439314,1022.0,58.0,72.0,112.0,5282.0,467.0,765.0,1267.0,0.09084618091583252,0.10782146326941437,0.3695783,36176.0
adult,race,naive,3,15,16,0.3067959494573969,0.0,0.858607916850951,0.9175705857453669,0.7971118073234752,0.09739128612511966,0.30429967357724846,0.03361524388689152,0.03295380110022983,0.03361524388689152,0.09434517467758465,4128,157,313,456,21364,1598,3047,5113,0.858607916850951,0.9175705857453669,0.7971118073234752,0.09739128612511966,0.30429967357724846,0.03361524388689152,0.03295380110022983,0.03361524388689152,0.09434517467758465,4128.0,157.0,313.0,456.0,21364.0,1598.0,3047.0,5113.0,0.0783296525478363,0.1105069087448838,0.34553513,0.8483139856274184,0.9061700171611483,0.7780237471641795,0.10464671248191573,0.3248370938151486,0.04941419739568409,0.026716066006386485,0.04941419739568409,0.07374249429395524,982,50,101,131,5303,431,790,1257,0.8483139856274184,0.9061700171611483,0.7780237471641795,0.10464671248191573,0.3248370938151486,0.04941419739568409,0.026716066006386485,0.04941419739568409,0.07374249429395524,982.0,50.0,101.0,131.0,5303.0,431.0,790.0,1257.0,0.07525220513343811,0.08742535457407268,0.28475636,36176.0
adult,race,naive,3,30,16,0.3000673150092783,0.0,0.8607640424590889,0.9209965024112139,0.8051600276527859,0.09533966903511452,0.2979060638104673,0.03656996608786556,0.030221500349062326,0.03656996608786556,0.09383783345002183,4112,173,305,464,21341,1621,2938,5222,0.8607640424590889,0.9209965024112139,0.8051600276527859,0.09533966903511452,0.2979060638104673,0.03656996608786556,0.030221500349062326,0.03656996608786556,0.09383783345002183,4112.0,173.0,305.0,464.0,21341.0,1621.0,2938.0,5222.0,0.0786001980304718,0.10949446878754544,0.3470919,0.8495301271420674,0.9062274436477875,0.7790291649248097,0.10470160579816841,0.3256100076863759,0.03998913464616005,0.029429041512209236,0.03998913464616005,0.07471054939084007,983,49,97,135,5293,441,774,1273,0.8495301271420674,0.9062274436477875,0.7790291649248097,0.10470160579816841,0.3256100076863759,0.03998913464616005,0.029429041512209236,0.03998913464616005,0.07471054939084007,983.0,49.0,97.0,135.0,5293.0,441.0,774.0,1273.0,0.0761791467666626,0.08770222739646243,0.30434036,36176.0
adult,race,naive,3,50,16,0.29292767358497834,0.0,0.8635283060592658,0.9247828821212948,0.8130628393929662,0.09328070295205154,0.29086310806314164,0.027276479512481244,0.0329059924178926,0.0329059924178926,0.09636101048843432,4111,174,284,485,21274,1688,2791,5369,0.8635283060592658,0.9247828821212948,0.8130628393929662,0.09328070295205154,0.29086310806314164,0.027276479512481244,0.0329059924178926,0.0329059924178926,0.09636101048843432,4111.0,174.0,284.0,485.0,21274.0,1688.0,2791.0,5369.0,0.0801900327205658,0.11017150391101291,0.39428753,0.8486456605859591,0.905481482989892,0.7767145874521716,0.10514187858948583,0.32819683988064846,0.029271179017232973,0.02927323215526588,0.02927323215526588,0.07329349405156019,976,56,91,141,5255,479,743,1304,0.8486456605859591,0.905481482989892,0.7767145874521716,0.10514187858948583,0.32819683988064846,0.029271179017232973,0.02927323215526588,0.02927323215526588,0.07329349405156019,976.0,56.0,91.0,141.0,5255.0,479.0,743.0,1304.0,0.07828444242477417,0.08737832701886339,0.32180515,36176.0
adult,race,naive,3,100,16,0.27778061468836285,0.0,0.871047103051747,0.9331885437576216,0.8318200031579386,0.08853728743982808,0.27515823504617637,0.010371407991024761,0.02633416866403089,0.02633416866403089,0.0893766129223193,4128,157,271,498,21516,1446,2791,5369,0.871047103051747,0.9331885437576216,0.8318200031579386,0.08853728743982808,0.27515823504617637,0.010371407991024761,0.02633416866403089,0.02633416866403089,0.0893766129223193,4128.0,157.0,271.0,498.0,21516.0,1446.0,2791.0,5369.0,0.07736745476722717,0.1069293770659351,0.3532384,0.8477611940298507,0.9029836091642166,0.7751230132018844,0.10609185293148764,0.3369988351959618,0.03998913464616005,0.033362805298464485,0.03998913464616005,0.0776864977818412,984,48,97,135,5276,458,774,1273,0.8477611940298507,0.9029836091642166,0.7751230132018844,0.10609185293148764,0.3369988351959618,0.03998913464616005,0.033362805298464485,0.03998913464616005,0.0776864977818412,984.0,48.0,97.0,135.0,5276.0,458.0,774.0,1273.0,0.07289257645606995,0.08528499435913257,0.30171892,36176.0
adult,race,naive,4,15,16,0.30503698679762825,0.0,0.8582485625829279,0.9181862276751003,0.8020919292592398,0.09733838945882504,0.3030582209382734,0.04342954573133606,0.029250138257940594,0.04342954573133606,0.09141950693197232,4053,196,318,487,21184,1727,2887,5324,0.8582485625829279,0.9181862276751003,0.8020919292592398,0.09733838945882504,0.3030582209382734,0.04342954573133606,0.029250138257940594,0.04342954573133606,0.09141950693197232,4053.0,196.0,318.0,487.0,21184.0,1727.0,2887.0,5324.0,0.07915863394737244,0.10601192302558014,0.40180895,0.8503040353786623,0.9038882619471891,0.7609491197899666,0.10386792995664026,0.3301114859018003,0.00038853216637357857,0.03150388936905791,0.03150388936905791,0.08209617633996474,1011,57,72,124,5294,491,734,1262,0.8503040353786623,0.9038882619471891,0.7609491197899666,0.10386792995664026,0.3301114859018003,0.00038853216637357857,0.03150388936905791,0.03150388936905791,0.08209617633996474,1011.0,57.0,72.0,124.0,5294.0,491.0,734.0,1262.0,0.09125524759292603,0.1022926270858476,0.38977474,36176.0
adult,race,naive,4,30,16,0.3003882778362489,0.0,0.8599347633790358,0.9211163666817819,0.8081949398245886,0.0956758533726075,0.2978949603773966,0.036122274996955306,0.02697106639350881,0.036122274996955306,0.08851244169803726,4055,194,313,492,21247,1664,2896,5315,0.8599347633790358,0.9211163666817819,0.8081949398245886,0.0956758533726075,0.2978949603773966,0.036122274996955306,0.02697106639350881,0.036122274996955306,0.08851244169803726,4055.0,194.0,313.0,492.0,21247.0,1664.0,2896.0,5315.0,0.07859796285629272,0.10335598837216062,0.36088496,0.8507462686567164,0.9034942339707368,0.7601488622055981,0.10404936267773955,0.33208824956742117,0.0023925401824056447,0.0367761452031115,0.0367761452031115,0.0860719026710634,1017,51,72,124,5296,489,738,1258,0.8507462686567164,0.9034942339707368,0.7601488622055981,0.10404936267773955,0.33208824956742117,0.0023925401824056447,0.0367761452031115,0.0367761452031115,0.0860719026710634,1017.0,51.0,72.0,124.0,5296.0,489.0,738.0,1258.0,0.0878928005695343,0.10018479302157804,0.3744827,36176.0
adult,race,naive,4,50,16,0.2938666129615945,0.0,0.8636665192392746,0.924982466533069,0.8171828808255919,0.09354787672400744,0.29175434095491765,0.03375959079283897,0.027984370722695523,0.03375959079283897,0.0907937860846448,4053,196,296,509,21213,1698,2742,5469,0.8636665192392746,0.924982466533069,0.8171828808255919,0.09354787672400744,0.29175434095491765,0.03375959079283897,0.027984370722695523,0.03375959079283897,0.0907937860846448,4053.0,196.0,296.0,509.0,21213.0,1698.0,2742.0,5469.0,0.07915234565734863,0.10602696431483945,0.33377883,0.8512990602542841,0.9028252385070847,0.7568267317098011,0.10452977327893818,0.3354312345495188,0.020837593554455802,0.041169691731489474,0.041169691731489474,0.09435715691745064,1018,50,74,122,5276,509,712,1284,0.8512990602542841,0.9028252385070847,0.7568267317098011,0.10452977327893818,0.3354312345495188,0.020837593554455802,0.041169691731489474,0.041169691731489474,0.09435715691745064,1018.0,50.0,74.0,122.0,5276.0,509.0,712.0,1284.0,0.08808082342147827,0.10326336667354331,0.36926383,36176.0
adult,race,naive,4,100,16,0.27946219624767843,0.0,0.8711023883237505,0.9331834348165853,0.83614842806105,0.0884927758387593,0.27581485671599215,0.037145292899768645,0.024216909253535118,0.037145292899768645,0.08872890728846408,4093,156,305,500,21515,1396,2806,5405,0.8711023883237505,0.9331834348165853,0.83614842806105,0.0884927758387593,0.27581485671599215,0.037145292899768645,0.024216909253535118,0.037145292899768645,0.08872890728846408,4093.0,156.0,305.0,500.0,21515.0,1396.0,2806.0,5405.0,0.08277386426925659,0.10626287526166261,0.39127457,0.8487562189054726,0.8998827102734058,0.7509423657297369,0.10582733666744328,0.34645034603656694,0.007177620547216934,0.03824546240276578,0.03824546240276578,0.08708337332580662,1023,45,78,118,5320,465,780,1216,0.8487562189054726,0.8998827102734058,0.7509423657297369,0.10582733666744328,0.34645034603656694,0.007177620547216934,0.03824546240276578,0.03824546240276578,0.08708337332580662,1023.0,45.0,78.0,118.0,5320.0,465.0,780.0,1216.0,0.0864247977733612,0.09952082851983565,0.45013994,36176.0
adult,race,full_debias,0,15,16,0.30865512683357993,0.39556303914164154,0.8555948695267581,0.9167986922675346,0.7989583255933439,0.09854044622243632,0.30680475407215413,0.018298302990794157,0.02287018014263069,0.02287018014263069,0.07871568259379894,4094,162,338,460,21514,1396,3328,4884,0.8555948695267581,0.9167986922675346,0.7989583255933439,0.09854044622243632,0.30680475407215413,0.018298302990794157,0.02287018014263069,0.02287018014263069,0.07871568259379894,4094.0,162.0,338.0,460.0,21514.0,1396.0,3328.0,4884.0,0.04366430640220642,0.10516975114820001,0.3651027,0.8601437258153676,0.9180452428771698,0.7977695038037347,0.09620954380861275,0.303818896340661,0.04576959640480516,0.020622106791621887,0.04576959640480516,0.07639968911613651,1022,39,91,112,5454,332,803,1192,0.8601437258153676,0.9180452428771698,0.7977695038037347,0.09620954380861275,0.303818896340661,0.04576959640480516,0.020622106791621887,0.04576959640480516,0.07639968911613651,1022.0,39.0,91.0,112.0,5454.0,332.0,803.0,1192.0,0.02177739143371582,0.09311283314545217,0.30667663,36176.0
